class,video,PSD_Delta,PSD_Theta,PSD_Alpha,PSD_Beta,PSD_Gamma
,,5.387061906479909e-07,6.098587331433544e-08,2.185203508897213e-08,6.033382093564996e-09,7.641077721358478e-10
,,1.4160868092533804e-06,2.085189035721614e-08,2.197230628567672e-08,2.5337638056369548e-09,8.196898262483987e-10
,,1.2489465344041796e-06,6.853780560376721e-08,1.1483825746307041e-08,4.962401548053222e-09,1.1476119270557807e-09
,,3.759649023095521e-07,6.255191217156258e-08,2.2266130547966787e-08,2.104548958133644e-09,5.644832650206975e-10
,,5.12936727217789e-08,3.715572023467438e-08,7.628339461196413e-09,3.7348163085703614e-09,7.817273390739434e-10
,,1.4289082329338394e-07,3.757750918069919e-08,2.1828305623354098e-08,4.129110302242483e-09,1.0270543127911095e-09
,,3.113852890087989e-07,6.52062508691866e-08,1.2873704382825833e-08,3.4862039282971682e-09,8.041167708169735e-10
,,1.6000679644720665e-06,6.0186021338718e-08,1.5999596779954044e-08,4.2824369652340474e-09,1.0265242368864253e-09
,,5.102634460258219e-07,2.2436791954904897e-08,2.1486378569401434e-08,2.0423415937126232e-09,7.665183083168846e-10
,,1.238491007963715e-07,8.726088132059945e-08,6.7448383383071055e-09,4.188806921778085e-09,9.977363191732264e-10
,,3.3243210112625033e-07,3.3681811494330155e-08,8.054107069048763e-09,3.290102148536363e-09,7.519035221046599e-10
,,6.344766498764944e-07,1.7784691461504e-08,8.919402094668958e-09,4.306793218783073e-09,7.836671088423576e-10
,,2.1810881218557497e-08,3.874591326322871e-08,1.9861731471970017e-08,2.1723444040970336e-09,6.974573276246402e-10
,,1.6185496982654164e-07,4.978398354821385e-08,1.1602792295548602e-08,3.4532254123526296e-09,6.535309504612626e-10
,,2.1050621469792789e-07,2.3721017978592156e-08,1.4965125487148608e-08,2.8379975968215597e-09,4.797734430049972e-10
,,1.4703096501871214e-07,2.725373723046087e-08,3.3049757577721575e-08,1.061589744381132e-08,4.044475883028942e-10
,,1.2689134013233125e-06,3.68326859555342e-08,1.329503881209908e-08,2.797408965762383e-09,3.0520297094843933e-10
,,1.1528902818703735e-07,5.298350501274876e-08,4.015259254873371e-08,2.4944502145150637e-09,3.8945310219840985e-10
,,2.0007525056396158e-07,4.0287995111162584e-08,1.0695997026447154e-08,4.214079637462581e-09,5.382311030080415e-10
,,9.603233945034495e-08,2.6353444380329983e-08,6.081380801193484e-09,1.9810944104249883e-09,3.3189510819049913e-10
,,2.1175599024826702e-07,2.3424815584095094e-08,6.3295836342229814e-09,3.983141543203153e-09,2.5073377118905524e-10
,,9.628220254724409e-08,2.7273394013520597e-08,6.316638530394235e-09,1.801741285387648e-09,6.395950393225593e-10
,,1.1355802121372534e-06,1.2879690905381274e-07,1.3723276286397872e-08,3.401097028793705e-09,6.093881202864225e-10
,,3.215346844690855e-07,1.6814900865806092e-08,9.570139165859952e-09,3.3615990791428143e-09,3.229504664069915e-10
,,8.816662178066009e-07,1.8509897102745585e-08,7.488170011562265e-09,3.215665941880679e-09,2.639029715111529e-10
,,2.8626773820696617e-06,1.791170148454474e-08,5.402964603892809e-09,2.1521710885137845e-09,4.974550871858509e-10
,,3.695912936228917e-07,4.1157846760088365e-08,1.8570318686013247e-08,6.618098123746469e-09,4.4823200296656563e-10
,,2.530112070455178e-06,1.702293169807231e-07,1.5440477285727385e-08,3.82033050460874e-09,5.143245564697449e-10
,,1.461967336117073e-05,1.2945355377183398e-07,3.698818507263425e-08,2.4795605067629776e-09,3.954661411354053e-10
,,1.5274952920251372e-06,2.6424368711659517e-08,2.0316744026023556e-08,2.7558521965652454e-09,3.6763258265687483e-10
,,2.3275468989496724e-07,2.2969175570305938e-08,1.0263364018596783e-08,2.5020560955303258e-09,4.4012261938791123e-10
,,4.5160478897047434e-07,4.931860160975371e-08,2.897996910364992e-08,2.446975226090099e-09,3.642671878187453e-10
,,9.552476579424265e-08,8.812201945565657e-08,2.2465106577546848e-08,2.1991066323748847e-09,4.690096742210868e-10
,,4.666800456240163e-06,2.1393143002438572e-07,6.134902930033969e-08,5.212795241413328e-09,1.2293701655014504e-09
,,4.224683293836814e-07,8.611966928220007e-08,1.9284292294840975e-08,5.606208027273537e-09,1.6921411284569888e-09
,,7.315346238100486e-06,2.55914904437483e-08,1.316038299970028e-08,4.600162714177273e-09,3.888892121245957e-09
,,2.247997198998925e-06,8.832145768872632e-09,3.7490247411976235e-08,6.114622151694179e-09,1.8555818511332566e-09
,,1.0809720229735139e-06,1.284684974017197e-07,1.1394996758637314e-08,1.781832476172331e-09,9.24701504266139e-10
,,1.5312721293878514e-06,1.189609974330845e-08,1.3034599509312352e-08,3.1672384834038496e-09,8.021199929962231e-10
,,1.266225807179953e-06,1.7259691037447212e-08,8.343577746707621e-09,2.890924433691753e-09,6.429816911737862e-10
,,1.3330764918470653e-06,3.5306134499374794e-08,3.507931061050557e-08,1.4968321714905565e-09,6.980142123176705e-10
,,7.460553673770647e-07,8.703790350336453e-08,1.718781292818642e-08,3.156197824858848e-09,5.279570821176321e-10
,,2.5283011838007987e-06,2.7570740951725004e-08,2.5704131911698283e-08,2.6779513641507953e-09,7.708357393477042e-10
,,5.591973819037898e-07,6.152507094835183e-09,3.021986740376945e-08,2.111841964247581e-09,4.0037603064548503e-10
,,4.824343310204816e-07,8.073742303372012e-08,3.711419752372536e-08,2.8980882213035306e-09,5.091701527057536e-10
,,3.8583234298468134e-07,5.6466385934040514e-08,3.596867017701073e-08,2.3746021627182348e-09,6.295965757969754e-10
,,8.106324632164683e-07,1.0826718996276822e-07,1.748651356660987e-08,1.2131852076952935e-08,4.9388765539405825e-09
,,2.3045026325334846e-06,2.3571868027414008e-08,4.1902772252458846e-08,3.4896633730046054e-08,2.713233348623267e-08
,,1.407722073191155e-05,1.4128563137385515e-08,2.053817509442127e-08,2.0774732744297767e-08,7.844118996760386e-09
,,3.38148777162273e-07,2.3159116259477998e-08,1.5571982040411657e-08,1.7219571438041567e-08,6.1157092514189025e-09
,,8.706395679726024e-07,5.099235429679659e-08,6.445641621962605e-09,1.2399497370000917e-08,3.641865846688387e-09
,,3.2662541579234204e-07,5.26058700171706e-08,1.8973355665413772e-08,6.441958874257002e-09,1.745300506382553e-09
,,2.1053021406571905e-06,6.668734627974407e-08,3.947273036256417e-08,8.732213621320162e-09,3.8827930025792485e-09
,,3.328447682419338e-06,5.265688697062274e-08,2.1134544403211926e-08,8.75505514569894e-09,2.214874164943281e-09
,,3.2653748559782335e-07,6.964190451278064e-08,1.1979650102441524e-08,4.875187087842239e-09,1.90127601315248e-09
,,2.468865424163392e-07,3.5931994186064206e-08,2.757406557177564e-08,6.010434281720567e-09,2.0765456173522058e-09
,,1.675299166208291e-06,4.6299016397609576e-08,2.1393806042284352e-08,6.459455362169902e-09,2.1970919022746417e-09
,,1.4112139132258715e-07,3.7899837253375605e-08,8.8197906590272e-09,2.540509854257323e-09,1.3730443517587365e-09
,,1.0963573647434369e-07,3.957802619836305e-08,2.4387899757255754e-08,6.5595114445708376e-09,1.963171032436493e-09
,,3.168374862202176e-06,4.112822950996232e-08,1.9281752887336704e-08,4.93355302301894e-09,1.6442096106338304e-09
,,4.2492883000866544e-07,1.2431994791484723e-08,1.2283914141657458e-08,3.70683665241585e-09,1.9571024264704423e-09
,,2.3952942344564023e-07,1.8919325144424573e-08,1.4426927147808347e-08,2.5789593140586965e-09,1.3366296663822337e-09
,,1.4672382223950878e-06,1.29113414068874e-07,1.8595986876928253e-08,3.138365420271283e-09,1.3571111300900663e-09
,,2.0413236218533805e-06,3.5035041908518346e-08,1.0724515730185329e-08,5.120403415238452e-09,2.101837967240515e-09
,,2.5951985120910046e-06,1.9084743019364754e-08,1.5580028850124853e-08,4.680324711128318e-09,1.4563960667248395e-09
,,1.6725999288192224e-06,9.187403221428391e-08,2.2944272431392713e-08,4.9416121220494365e-09,2.289472338386864e-09
,,3.031384444526185e-06,6.571641399261879e-08,2.9796561726222813e-08,6.256678271944495e-09,1.183781580183489e-09
,,1.407696450198396e-06,7.94987993529653e-08,1.4315188008394596e-08,5.001323206326311e-09,1.5561393292680954e-09
,,3.5766516690930956e-06,3.202478909248513e-08,2.4497923788196147e-08,3.411084478449696e-09,1.6905329409429425e-09
,,1.6955749616179199e-06,1.847489108532034e-07,1.3408471329838405e-08,5.84736131806955e-09,1.4272960966843456e-09
,,9.113251807621203e-08,3.928179641284562e-08,2.5425782691838418e-08,6.8888283208538754e-09,1.6761825682284223e-09
,,4.0930663702892785e-07,1.6515980129221478e-08,9.134867356215583e-09,2.9587183397843937e-09,4.290614038726399e-09
,,2.7549889999096214e-06,4.175487617148111e-08,6.587243836350553e-09,2.869893506089412e-09,2.614383295276267e-09
,,4.536856106335347e-06,5.407314646144224e-08,5.0241991584612566e-08,4.667476964406725e-09,1.89904860307302e-09
,,8.535969471825757e-06,3.219742781128003e-08,1.6591097721576056e-08,2.7842731600602625e-09,2.082233083044849e-09
,,2.509045109620947e-06,1.9266634546899146e-08,9.895954159441664e-09,2.8992611573934716e-09,1.202301766622863e-09
,,5.818343812875346e-06,2.3183768416432456e-08,2.6696163088281614e-08,6.891367957669957e-09,1.5261209398011877e-09
,,1.7076287030152566e-05,1.2836777568807846e-08,1.7513998886155933e-08,1.7093569578418395e-09,1.5826809824496968e-09
,,7.889832566901777e-06,1.8385910516959578e-08,1.4153715894056817e-08,2.6444455484186984e-09,1.3069098333238936e-09
,,5.45593337215287e-07,1.74118340549527e-08,4.261794762336642e-09,3.179845895171326e-09,1.0308334458729133e-09
,,3.9406294002599813e-07,6.752355491522967e-08,3.7783450419869176e-08,6.325267693657414e-09,1.2235929537197876e-09
,,3.5096213650795497e-06,6.787729846214308e-08,1.910288272132789e-08,3.553617408402208e-09,1.421065730273943e-09
,,4.6749280068201965e-06,1.1098397574774851e-07,5.1632853760889835e-08,3.982899036434504e-09,1.4817503918095979e-09
,,6.735693482526205e-06,6.207881538417293e-09,1.808037206485391e-08,6.078669584516403e-09,1.3973136394760215e-09
,,5.15540836988821e-06,3.74829701030198e-08,1.524778230782629e-08,2.187068723910912e-09,8.596911925033841e-10
,,1.8472173456982647e-06,2.0175756997078603e-08,3.44061838355129e-09,6.646908529043542e-09,1.658963579243145e-09
,,2.243744224101236e-06,5.458917716277156e-08,3.346779354632532e-08,2.162149896326143e-09,1.533675461844776e-09
,,7.668160128309216e-06,6.237273161066471e-08,6.0118173651509735e-09,3.2437618898542093e-09,1.1898049543879989e-09
,,9.216569178795712e-07,2.3392462016802616e-08,8.06861310874813e-09,3.1576757597890846e-09,8.504727124336929e-10
,,1.20821260574462e-07,6.831511464417802e-08,1.2355411662395136e-08,3.2153575520982052e-09,7.373799946745814e-10
,,7.004054788127104e-07,3.197581307510944e-08,4.023856552208122e-08,3.8545776663472485e-09,1.6135049389019135e-09
,,3.5800123809819494e-07,1.2274315067309523e-07,1.0163306472955343e-08,4.2055023970654344e-09,8.536430686870256e-10
,,8.937976154589788e-07,3.124800396961603e-08,1.919962279751447e-08,4.180172281079116e-09,1.6384940240035342e-09
,,2.087339088824342e-07,2.9407411236370994e-08,7.83738483784603e-09,5.932680555174727e-09,1.4124689283787462e-09
,,5.896492541075131e-07,3.0636783190307404e-08,6.953525610894167e-09,1.8055930684837502e-09,1.099317802958726e-09
,,7.883060801694642e-07,1.9510472371700653e-07,1.502801379665401e-08,2.8314956561108793e-09,7.651699040275331e-10
,,5.246240139863338e-07,3.343582075182397e-07,5.818491652211229e-08,8.276657802238055e-09,2.0787976059187597e-09
,,1.9462861317174603e-07,4.791124441895842e-08,2.6678267259011986e-08,4.928063351808345e-09,4.861674295414976e-09
,,8.861667815192026e-08,1.1258484275705672e-07,3.4919206339810834e-08,7.531799654166936e-09,3.0919226176102846e-09
,,1.153722621554846e-07,1.269113675266118e-08,8.861815056281972e-09,3.765053715142784e-09,1.59307155685858e-09
,,2.0781491527543837e-06,3.398278878799637e-08,1.6240507842692603e-08,4.948999382247276e-09,2.882431955328089e-09
,,1.769635456800275e-06,1.7947499405040067e-08,1.630228595536506e-08,9.48530273139884e-09,4.221927121226723e-09
,,2.466264532392907e-07,6.056878461497708e-08,1.2817492217088593e-08,8.870593520292484e-09,6.695094836670985e-09
,,1.5863922561775369e-06,5.324487046342849e-09,6.308893514886892e-09,1.0899255509073936e-08,5.285625062868703e-09
,,5.984644308412398e-06,9.644481714114484e-09,1.2096233158412836e-08,3.105940846529539e-09,3.5523653621901983e-09
,,2.3521163625638852e-06,6.345210772704533e-08,2.9126477377047127e-08,5.438125911380546e-09,2.8017422755920514e-09
,,1.0807706438737308e-06,5.0104366923481457e-08,4.103254805457518e-08,3.941209309025467e-09,1.7411931678437588e-09
,,1.0108562722039845e-06,1.3311810075632684e-07,3.0047584840828734e-08,4.8402455218028575e-09,1.600895558491419e-09
,,1.0758414121208776e-07,5.1201389423784445e-08,1.528895851525852e-08,4.505592573737704e-09,1.2685394958882974e-09
,,1.3025584319896884e-06,1.6162281012767562e-07,2.744791650212958e-08,7.586897560858782e-09,1.1118653699312758e-09
,,3.214280380308583e-07,3.233466212444347e-08,1.9667415905568085e-08,9.462323541018994e-09,1.4039820015019813e-09
,,1.2316466203294125e-06,1.786629730400389e-08,8.10141183783548e-09,2.903933198615653e-09,1.2400053385095674e-09
,,8.242159809818808e-07,1.7583709024579885e-07,1.35382631750694e-08,6.8751637529973895e-09,1.8247387353184266e-09
,,3.6037752140870563e-07,1.3881659516028881e-08,2.2889877003846604e-08,5.984162302001878e-09,1.250641595183085e-09
,,3.089437861064325e-07,5.231724771750915e-08,3.661060778945445e-08,9.962279244482364e-09,1.2271868041825606e-09
,,1.4850206145158453e-08,3.114215394218019e-08,2.6406171310549688e-08,5.155531231161907e-09,6.726077188181548e-10
,,2.1579730040303935e-06,3.078198785638496e-08,1.1808033566533005e-08,5.742918522080132e-09,6.946125344213468e-10
,,1.8086765713200111e-07,8.238529451255873e-08,1.5945190211478047e-08,4.4818740082291745e-09,9.937960509255599e-10
,,3.53201547605068e-08,2.1938530184351167e-08,2.1291999275338438e-08,2.2188609602170514e-09,8.521491408938809e-10
,,1.7171839443134396e-07,1.5498300483917015e-07,1.1145491979252343e-08,7.52275925742992e-09,7.024531000822798e-10
,,1.5392606821653981e-06,6.418178993341137e-08,1.8542968194691316e-08,7.37453202712925e-09,1.0436705104282632e-09
,,1.382009506352526e-07,1.0171836224485801e-07,1.4609176603300789e-08,4.397346968285883e-09,2.7590559667353396e-09
,,6.163664460236866e-07,2.7692704106297854e-08,1.5003890315385308e-08,4.99658024186153e-09,2.251704748350332e-09
,,1.5182574028807724e-07,3.4638466216172316e-08,4.478661020606669e-08,4.203270019690047e-09,2.0384595789533086e-09
,,2.699585116365446e-07,9.295017193863936e-08,3.490695201670179e-08,3.3971802362087458e-09,1.7417139128070209e-09
,,1.7896110757333616e-06,1.5899262309911904e-07,5.7857352708350936e-08,2.063288052971424e-08,7.217550220382489e-09
,,2.990446092745693e-07,3.144119528579556e-08,2.799223679111969e-08,6.279992350570299e-09,9.064699780840759e-10
,,8.971858869570352e-07,2.7146491537268556e-08,1.7365394421908835e-08,3.780494490747866e-09,1.6510106322195694e-09
,,1.3256728666761632e-06,4.6810457945658655e-08,1.656635378230971e-08,3.037537047795591e-09,5.858265515311277e-10
,,2.3647634889636107e-07,3.257872483857303e-08,1.6139623574778204e-08,3.904605656424065e-09,8.323066552643519e-10
,,6.927858608312347e-07,3.3482727587390474e-08,2.4562142017398918e-08,2.6474973455382695e-09,8.402202942498917e-10
,,3.4994408815610444e-07,8.740259499798805e-08,1.1480580832270768e-08,4.564901673323355e-09,1.0150204603198627e-09
,,1.4369506157818363e-06,3.145485183044062e-08,1.2072127259390228e-08,2.598125469886508e-09,7.495856312558112e-10
,,3.72294628717647e-07,1.886570301739018e-08,7.683999273153945e-09,3.322448061283773e-09,5.328040546049292e-10
,,2.147646799663464e-06,1.0774674890160249e-07,1.0112710821389155e-08,3.504407931983327e-09,6.796675890984645e-10
,,2.4283506776249167e-07,4.011876514938602e-09,8.255351947934693e-09,2.3799702721979175e-09,6.543009999164044e-10
,,1.2148559238182606e-06,2.814676938625291e-08,3.079811004695225e-08,4.570741445526936e-09,7.280856041968901e-10
,,4.085450081442999e-06,1.7117994416423045e-08,9.30802849687398e-09,4.072795789959395e-09,6.749766397341711e-10
,,9.509101539798063e-07,2.0979740039025517e-08,1.427969018110632e-08,3.962750819514568e-09,7.757830119157491e-10
,,1.3471179501482825e-06,1.589834653828477e-08,6.786609781336217e-09,2.4820321384467847e-09,1.1919911326560947e-09
,,1.6928684270998023e-06,2.06537505802817e-08,8.594437950973635e-09,4.221929889721924e-09,1.024976213251354e-09
,,1.5998412121144806e-06,5.8880566642318316e-08,2.466231146703415e-08,6.4727667199640094e-09,1.3308222644709514e-09
,,1.2016494370563702e-06,1.8351651985292404e-08,2.0795385777817556e-08,4.142035406358209e-09,9.848618952967958e-10
,,1.995556172653561e-06,1.927909526146093e-08,8.90637656236516e-09,4.527135041599254e-09,1.1452167165924452e-09
,,5.368500764396301e-06,1.7154744936907168e-08,1.0870556502838246e-08,1.8384501921566487e-09,8.425021444880912e-10
,,1.547086696235628e-06,3.7249695958680715e-08,5.006278925806413e-09,1.7855127393213787e-09,7.413311294916928e-10
,,2.283429335419613e-06,4.347483165183957e-08,1.0449272851650571e-08,4.1636525755378235e-09,7.561681401833522e-10
,,2.305618508906277e-06,1.0312929096715047e-07,2.9658222428437647e-09,1.746874960745563e-09,5.401779720583418e-10
,,1.2577874114921527e-07,2.5121812908207494e-08,3.5853977235598357e-09,4.5946853966353715e-09,5.594631506083087e-10
,,8.861037349846831e-07,5.67299734058375e-08,4.448138751843013e-09,1.8975677137541625e-09,6.9730322731083e-10
,,1.325003762855523e-08,2.2887421620743467e-08,1.9281383074043265e-08,3.750708101287263e-09,4.1126081064035233e-10
,,3.502942696217783e-07,4.265827102117712e-08,8.776262680395966e-09,4.094828485554485e-09,3.4725269984375194e-10
,,4.2821855569835374e-07,1.6560733108727865e-08,2.992415029542495e-08,6.784828243145161e-09,5.884677781599059e-10
,,1.1541159670306593e-06,3.5421865254713644e-08,1.720159196177825e-08,4.4386287489286845e-09,7.155456786824384e-10
,,1.2502337990961704e-06,6.95068576987269e-09,1.5057671769828094e-08,1.8545399906117878e-09,8.257688346737074e-10
,,5.328458530784385e-07,6.70375641990588e-08,6.024024398847031e-08,7.37321185594072e-09,4.770899648806336e-10
,,1.3530454267937995e-06,3.402118782653104e-08,1.4265411282292481e-08,1.3437357584494333e-09,3.0015498002898353e-10
,,1.426264570791662e-06,6.585195889444122e-09,1.766029685421471e-08,1.956208214762825e-09,3.786288005229033e-10
,,4.5386583964780346e-07,5.6405572624830084e-08,1.6634534074496005e-08,2.452351048997286e-09,3.6785598038557193e-10
,,6.001002059082848e-08,2.8836174351778828e-08,1.8942934655868267e-08,4.142382696327757e-09,2.339666628273531e-10
,,7.140289689165256e-07,2.5630625439894226e-08,1.604430312571625e-08,4.673492661911369e-09,3.1494525202811996e-10
,,1.3111649305052354e-07,1.938031668404845e-08,1.748363662151695e-08,1.5251164757538125e-09,3.4027360225766914e-10
,,1.5403171322003385e-06,1.4284805950377633e-08,1.3716755329655971e-08,1.769088506518308e-09,2.9281630311532223e-10
,,6.21649649533264e-07,2.4227916868103097e-08,2.864371066345126e-08,2.8105197844473897e-09,2.960990949467316e-10
,,1.9341809046177272e-07,2.7766547448945492e-08,9.961440032742441e-09,1.3567876463196353e-09,3.257288781478356e-10
,,2.852288837646216e-07,4.198398712192606e-08,8.44590610774842e-09,2.72917199026323e-09,2.527201537128637e-10
,,5.736146636336696e-08,7.039719032435462e-08,8.627888365881027e-09,4.440160913441178e-09,2.3886026623561446e-10
,,9.525996429144658e-07,1.889678782908321e-08,2.9107587990023135e-09,2.5486202889444022e-09,3.209898730116695e-10
,,1.2541480789444816e-07,2.3374254436830352e-08,1.3830581290717861e-08,4.544655825441205e-09,2.142063800275275e-10
,,1.676845877709426e-07,6.285367330990378e-08,3.710964032227732e-08,3.5759836577330553e-09,3.367459994416805e-10
,,1.769256202384202e-07,1.8861030807506362e-08,4.165392006981658e-09,3.5424491449567634e-09,1.7202771130104605e-10
,,1.028847971180471e-06,4.892718209579131e-08,9.728949315055211e-09,4.757745152393192e-09,4.4876155859258975e-10
,,3.4459784193273226e-06,5.461945229572733e-09,5.2155204861617195e-09,1.9465592497942592e-09,3.072429746451156e-10
,,1.478262363798787e-06,1.0315882507449834e-08,1.0255962698869414e-08,6.859764337921708e-09,7.779579557571031e-10
,,4.791173234075693e-07,1.4355052157295788e-07,1.488431435692467e-08,5.606904378395619e-09,7.064541454333761e-10
,,5.043298028204869e-08,4.1046685938211537e-08,6.380198190717455e-09,6.246482914070404e-09,4.991365740205941e-10
,,4.997688112825849e-07,4.433852718002791e-08,5.646811628611573e-09,2.0507276009420633e-09,4.838367349277009e-10
,,3.8033395832431245e-06,6.505476541081004e-08,2.376106490349426e-08,3.3642663902882074e-09,2.6980526572916635e-10
,,4.260584839874408e-06,1.3964764265808947e-07,1.2857201603032388e-08,2.92999374589715e-09,3.8586890381744157e-10
,,5.9460456830587886e-08,1.4227750050453765e-08,1.3322665387051393e-08,2.6480658929184905e-09,3.9965311320329105e-10
,,1.317154321700377e-06,1.556526539112962e-07,1.979733573021029e-08,2.784630274788071e-09,8.209291984465092e-10
,,3.233365386960081e-07,2.2981320017396556e-08,6.574455205949345e-09,2.996837302621664e-09,6.167282273931015e-10
,,1.256810101753403e-05,7.436862556740739e-08,6.828375051203478e-09,4.3564954615289475e-09,7.613439908886472e-10
,,1.764303627947153e-05,7.409330118316842e-08,1.1564568449326899e-08,1.8759808951760872e-09,9.518346918374256e-10
,,1.963463378254081e-05,3.1348329913663245e-08,1.4438372387676845e-08,1.99690752180616e-09,4.899543879748841e-10
,,5.702269859835638e-06,1.6539620879770042e-08,9.4593854528124e-09,3.936132342387601e-09,5.660267007219443e-10
